tripid,additional_fare,duration,meter_waiting,meter_waiting_fare,meter_waiting_till_pickup,pickup_time,drop_time,pick_lat,pick_lon,drop_lat,drop_lon,fare,label
202873150,10.5,6203,3621,203.6294,538,12/21/2019 15:33,12/21/2019 17:16,7.08533,80.0277,6.94727,79.9894,961.74,correct
202876578,10.5,741,278,11.4444,139,12/21/2019 15:43,12/21/2019 15:55,6.91036,79.8777,6.90652,79.9028,105.92,correct
202877650,10.5,274,40,0,119,12/21/2019 15:46,12/21/2019 15:51,7.31702,80.6261,7.31141,80.6351,109.42,correct
202879083,10.5,770,47,0,89,12/21/2019 15:50,12/21/2019 16:03,6.80606,79.8999,6.82749,79.8691,187.77,correct
202880465,5,341,130,7.579,0,12/21/2019 15:52,12/21/2019 15:57,6.92155,79.8714,6.9277,79.8818,103.09,correct
202880790,60.5,1147,257,0,41,12/21/2019 16:02,12/21/2019 16:21,6.8494,79.9211,6.86681,79.8769,196.19,correct
202880624,10.5,7392,2949,171.9267,17,12/21/2019 16:02,12/21/2019 18:06,6.83319,79.9213,6.83344,79.9211,1199.2,correct
202882867,21,1046,552,31.9056,68,12/21/2019 16:03,12/21/2019 16:20,7.36954,80.6172,7.35734,80.6178,160.73,correct
202882050,10.5,3976,2907,137.853,45,12/21/2019 16:05,12/21/2019 17:11,7.00213,79.8758,6.94673,79.8568,407.74,incorrect
202883988,5,196,20,1.166,0,12/21/2019 16:05,12/21/2019 16:08,6.89665,79.9335,6.8904,79.9291,61.16,correct
202885292,5,951,271,15.7993,0,12/21/2019 16:10,12/21/2019 16:26,6.94242,79.854,6.93818,79.8521,103.51,correct
202887103,10.5,1584,57,0,91,12/21/2019 16:18,12/21/2019 16:45,6.99053,79.9263,6.97138,79.8773,297.49,correct
202887018,10.5,3882,41,2.3698,164,12/21/2019 16:24,12/21/2019 17:29,6.9496,79.9927,7.1267,80.0712,920.87,correct
202887595,10.5,707,47,2.729916667,16,12/21/2019 16:26,12/21/2019 16:37,6.79892,79.9195,6.80819,79.925,106.88,correct
202889091,10.5,1893,452,0,56,12/21/2019 16:30,12/21/2019 17:01,6.94497,79.8564,6.90375,79.8717,264.08,correct
202887081,,,,,,12/21/2019 16:30,12/21/2019 16:45,6.8745,79.9532,6.87212,79.9282,,incorrect
202889047,10.5,3836,656,37.9168,80,12/21/2019 16:32,12/21/2019 17:36,6.95726,79.8607,6.99019,79.991,771.85,correct
202889020,40.5,913,270,0,127,12/21/2019 16:33,12/21/2019 16:48,6.88972,79.8759,6.86603,79.8665,160.94,correct
202891144,10.5,1412,113,0,89,12/21/2019 16:41,12/21/2019 17:04,6.87115,79.8656,6.90617,79.8961,228.31,correct
202892200,10.5,2425,1206,69.73864413,96,12/21/2019 16:42,12/21/2019 17:22,7.25673,79.8558,7.25682,79.856,225.78,correct
202894838,5,348,28,1.6324,0,12/21/2019 16:42,12/21/2019 16:48,6.96251,79.8814,6.96008,79.8924,119.03,correct
202894872,10.5,617,143,0,147,12/21/2019 16:53,12/21/2019 17:03,6.94596,79.8648,6.96251,79.862,112.5,correct
202896699,10.5,143,0,0,68,12/21/2019 16:54,12/21/2019 16:57,7.23851,79.8413,7.22796,79.8546,60.5,correct
202897325,10.5,636,21,0,78,12/21/2019 16:55,12/21/2019 17:05,7.00505,79.9544,7.02049,79.9801,154.28,correct
202900849,5,250,17,0.9911,0,12/21/2019 17:02,12/21/2019 17:06,6.87683,79.8605,6.87,79.864,73.71,correct
202897885,10.5,3660,777,35.836,173,12/21/2019 17:03,12/21/2019 18:04,6.89937,79.8559,6.79706,79.9171,726.51,correct
202895839,10.5,616,60,3.468,38,12/21/2019 17:06,12/21/2019 17:16,5.94389,80.5492,5.96164,80.5345,142.87,correct
202898631,10.5,4493,695,40.19122709,19,12/21/2019 17:08,12/21/2019 18:23,6.99461,79.8892,6.89614,79.8974,871.05,correct
202900993,10.5,1931,1154,66.74755247,158,12/21/2019 17:10,12/21/2019 17:42,6.8904,79.8587,6.87263,79.8646,228.26,correct
202899789,10.5,1160,377,21.8432343,307,12/21/2019 17:10,12/21/2019 17:30,6.92209,79.9384,6.92427,79.9625,172.41,correct
202903848,5,226,3,0.1749,0,12/21/2019 17:12,12/21/2019 17:15,6.90987,79.8521,6.90506,79.8517,62.41,correct
202901039,10.5,3623,2459,142.1302,8,12/21/2019 17:16,12/21/2019 18:16,6.05916,80.2287,6.05929,80.2287,374.55,correct
202903621,10.5,521,11,0,32,12/21/2019 17:17,12/21/2019 17:25,6.98419,79.8696,6.99668,79.8863,129.33,correct
202904401,10.5,3160,554,32.0212,73,12/21/2019 17:21,12/21/2019 18:14,6.81995,79.9286,6.89512,79.8827,481.31,correct
202906074,10.5,542,116,0,29,12/21/2019 17:25,12/21/2019 17:34,6.78445,79.887,6.79727,79.8803,100.19,correct
202904487,10.5,1371,369,21.5127,316,12/21/2019 17:25,12/21/2019 17:48,6.82547,79.9368,6.82922,79.982,243.15,correct
202906846,10.5,995,201,11.7183,93,12/21/2019 17:26,12/21/2019 17:42,7.28317,80.625,7.30086,80.6356,130.82,correct
202904460,10.5,614,165,3.8726,329,12/21/2019 17:27,12/21/2019 17:37,7.06722,79.8957,7.04467,79.8974,126.2,correct
202907024,10.5,594,11,0,59,12/21/2019 17:27,12/21/2019 17:37,7.04959,79.896,7.05608,79.9225,135.07,correct
202908029,110.5,2793,123,0,28,12/21/2019 17:29,12/21/2019 18:15,7.29379,80.6359,7.28006,80.7213,622.9,correct
202910981,10.5,327,6,0,37,12/21/2019 17:37,12/21/2019 17:43,7.18336,79.8951,7.19841,79.8989,104.23,correct
202911654,10.5,3182,316,18.2648,68,12/21/2019 17:37,12/21/2019 18:30,6.82928,79.9117,6.83246,80.0345,623.17,correct
202911836,10.5,879,194,8.67,24,12/21/2019 17:38,12/21/2019 17:53,6.937,79.8497,6.91621,79.8623,185.64,correct
202912709,10.5,1265,84,4.8972,139,12/21/2019 17:43,12/21/2019 18:04,7.16851,79.8714,7.20036,79.8685,254.87,correct
202912412,10.5,455,71,0,182,12/21/2019 17:47,12/21/2019 17:54,6.93543,79.8511,6.9213,79.856,112.75,correct
202917842,10.5,978,61,0,148,12/21/2019 17:55,12/21/2019 18:12,7.48404,80.3647,7.46107,80.404,220.21,correct
202902141,10.5,57,54,0,202,12/21/2019 17:59,12/21/2019 18:00,6.9205,79.8678,6.82801,79.9163,490.57,incorrect
202918812,10.5,724,201,11.7183,108,12/21/2019 17:59,12/21/2019 18:11,7.21531,79.8416,7.21118,79.8377,124.36,correct
202917973,10.5,1992,344,0,125,12/21/2019 18:00,12/21/2019 18:33,6.92726,80.0108,6.93971,79.9299,444.97,correct
202916979,10.5,2131,416,24.0448,90,12/21/2019 18:02,12/21/2019 18:37,7.0304,79.8924,7.00617,79.8683,383.95,correct
202921269,10.5,1473,381,22.0218,119,12/21/2019 18:05,12/21/2019 18:29,7.09118,79.9969,7.12451,79.9769,216.82,correct
202919842,10.5,816,2,0,152,12/21/2019 18:05,12/21/2019 18:19,7.06041,79.8951,7.07981,79.9296,224.53,correct
202918994,10.5,519,116,0,99,12/21/2019 18:07,12/21/2019 18:15,6.90055,79.9335,6.8917,79.9293,78.51,correct
202922302,110.5,1471,431,24.9373768,67,12/21/2019 18:11,12/21/2019 18:36,7.29946,80.6368,7.28793,80.6134,445.23,incorrect
202921787,10.5,411,39,0.6358,44,12/21/2019 18:11,12/21/2019 18:18,7.09327,79.9938,7.08962,79.9884,80.62,correct
202914224,40.5,34,31,1.8073,113,12/21/2019 18:12,12/21/2019 18:13,6.84906,79.8782,6.87298,79.8661,92.3,incorrect
202922890,10.5,1371,97,0,130,12/21/2019 18:13,12/21/2019 18:36,6.86487,79.8763,6.92322,79.8458,373.4,correct
202926152,10.5,480,25,0,21,12/21/2019 18:15,12/21/2019 18:23,6.84467,79.8978,6.85383,79.9045,100.02,correct
202926771,10.5,1767,836,48.3208,56,12/21/2019 18:24,12/21/2019 18:53,6.98177,79.9265,6.95968,79.9178,192.66,correct
202923761,10.5,767,348,20.1144,163,12/21/2019 18:24,12/21/2019 18:37,6.87789,79.9884,6.88466,79.9874,110.23,correct
202930046,10.5,449,120,6.996,41,12/21/2019 18:26,12/21/2019 18:34,6.89272,79.8692,6.88932,79.8831,96.07,correct
202933562,10.5,4008,426,24.6228,147,12/21/2019 18:34,12/21/2019 19:40,7.05448,79.999,6.89464,79.9913,981.82,correct
202942020,10.5,557,210,12.138,190,12/21/2019 18:51,12/21/2019 19:00,6.06328,80.2126,6.0672,80.2233,117,correct
202940988,10.5,1744,240,13.992,12,12/21/2019 18:56,12/21/2019 19:25,6.84343,79.8696,6.8392,79.9161,266.9,correct
202951630,10.5,586,20,0,20,12/21/2019 19:07,12/21/2019 19:17,6.90829,79.8666,6.88262,79.8663,176.17,correct
202957496,11,1406,313,0,92,12/21/2019 19:19,12/21/2019 19:42,6.8751,79.8904,6.86829,79.9362,260.42,correct
202955488,10.5,2808,40,0,178,12/21/2019 19:20,12/21/2019 20:07,6.79257,79.8916,6.92071,79.8533,660.74,correct
202961990,10.5,2060,73,4.2194,23,12/21/2019 19:28,12/21/2019 20:02,7.06017,79.8955,7.18595,79.8623,613.12,correct
202960712,10.5,2578,442,25.5476,148,12/21/2019 19:30,12/21/2019 20:13,6.95876,79.9091,7.03303,79.917,481.34,correct
202961948,10.5,2337,467,26.9926,358,12/21/2019 19:39,12/21/2019 20:18,7.26987,80.5938,7.30344,80.5689,498.51,correct
202969082,10.5,430,40,0,9,12/21/2019 19:48,12/21/2019 19:55,6.83543,79.9486,6.84178,79.9636,191.13,correct
202967784,10.5,1197,94,5.4332,160,12/21/2019 19:48,12/21/2019 20:08,6.88747,79.9263,6.92556,79.8822,298.95,correct
202967335,10.5,2554,1487,86.6921,158,12/21/2019 19:51,12/21/2019 20:34,6.74923,79.8896,6.69714,79.9117,330.77,correct
202969019,10.5,1013,12,0,252,12/21/2019 19:54,12/21/2019 20:11,7.00715,79.8964,7.02901,79.9318,208.23,correct
202970492,10.5,3267,1283,74.21392241,100,12/21/2019 19:55,12/21/2019 20:49,6.84152,79.867,6.83866,79.9424,467.85,correct
202970183,10.5,230,29,1.6907,53,12/21/2019 19:57,12/21/2019 20:01,7.20004,79.8537,7.19776,79.863,70.27,correct
202972889,10.5,828,30,1.749,37,12/21/2019 20:02,12/21/2019 20:16,7.29714,80.6368,7.29125,80.6152,175.29,correct
202970343,10.5,33,30,0,130,12/21/2019 20:11,12/21/2019 20:12,6.90665,79.9025,6.93364,79.9163,60.5,incorrect
202967233,10.5,1786,871,50.3438,238,12/21/2019 20:12,12/21/2019 20:42,6.84614,79.8722,6.8674,79.8651,234.8,correct
202977478,10.5,1186,52,0,166,12/21/2019 20:20,12/21/2019 20:39,7.07981,79.8904,7.07039,79.9545,335.82,correct
202979384,10.5,306,16,0,36,12/21/2019 20:33,12/21/2019 20:38,6.84927,79.9095,6.8585,79.9078,77.39,correct
202973309,10.5,2675,136,0,315,12/21/2019 20:35,12/21/2019 21:20,7.1398,79.9011,7.08691,80.0377,789.25,correct
202980705,10.5,817,83,0,98,12/21/2019 20:37,12/21/2019 20:51,6.939,79.8621,6.97311,79.8765,181.99,correct
202981567,,,,,,12/21/2019 20:45,12/21/2019 20:48,6.89491,79.9412,6.89211,79.935,,incorrect
202983742,10.5,1057,34,0,23,12/21/2019 20:51,12/21/2019 21:08,6.90973,79.8519,6.86472,79.863,267.49,correct
202984850,10.5,1851,626,0,164,12/21/2019 21:03,12/21/2019 21:34,6.90043,79.8531,6.84443,79.8751,273.49,correct
202985371,10.5,3524,60,0,193,12/21/2019 21:06,12/21/2019 22:05,6.94368,79.8685,6.88884,79.8641,269.82,incorrect
202989626,10.5,915,241,13.96871006,10,12/21/2019 21:33,12/21/2019 21:48,6.8955,79.8727,6.90579,79.8881,174.17,correct
202990356,10.5,500,55,0,97,12/21/2019 21:34,12/21/2019 21:42,7.21359,79.846,7.23625,79.8434,132.63,correct
202990010,10.5,1150,102,0,38,12/21/2019 21:37,12/21/2019 21:56,6.94717,79.8941,6.92364,79.9159,233.88,correct
202991147,10.5,1173,69,0,103,12/21/2019 21:43,12/21/2019 22:02,7.2086,79.8496,7.23346,79.8933,264.52,correct
202991598,10.5,516,182,10.6106,98,12/21/2019 21:47,12/21/2019 21:55,6.99017,79.8929,6.97833,79.8923,104.04,correct
202990961,10.5,1102,296,0,67,12/21/2019 21:48,12/21/2019 22:07,6.86628,79.8989,6.83448,79.9068,218.87,correct
202997412,10.5,1772,152,0,48,12/21/2019 22:26,12/21/2019 22:56,6.8712,79.8611,6.95476,79.8624,415.55,correct
202998421,5,2765,272,15.8576,0,12/21/2019 22:32,12/21/2019 23:18,6.70929,79.9079,6.69454,79.9109,784.65,correct
202998968,10.5,9134,3344,0,151,12/21/2019 22:46,12/22/2019 1:18,6.92175,79.8649,6.96517,80.2651,2040.72,correct
203000265,10.5,1298,212,0,31,12/21/2019 22:56,12/21/2019 23:17,6.91851,79.8563,6.93661,79.9005,355.29,correct
203001671,10.5,394,38,0,80,12/21/2019 23:09,12/21/2019 23:16,6.86129,79.8598,6.84979,79.8702,99.81,correct
203002536,10.5,2210,70,0,114,12/21/2019 23:10,12/21/2019 23:47,7.0857,79.9929,7.0195,79.9392,692.29,correct
203002800,10.5,1031,166,9.5948,49,12/21/2019 23:13,12/21/2019 23:30,6.95585,79.8764,6.94305,79.9055,184.05,correct
203002789,10.5,43,10,0.583,273,12/21/2019 23:20,12/21/2019 23:21,6.98144,79.9583,6.9788,79.9177,61.08,correct
203004441,10.5,1736,53,0,147,12/21/2019 23:25,12/21/2019 23:54,6.97748,79.9308,7.05303,79.9434,444.7,correct
203009607,10.5,517,6,0.351684507,14,12/22/2019 0:24,12/22/2019 0:33,7.15857,79.8894,7.13738,79.8967,118.11,correct
203018233,10.5,1961,398,0,231,12/22/2019 3:15,12/22/2019 3:48,6.85248,79.9234,6.87194,80.0237,573.67,correct
203021488,10.5,853,87,0,108,12/22/2019 5:59,12/22/2019 6:14,6.92135,79.8583,6.87174,79.8847,275.18,correct
203021632,,,,,,12/22/2019 6:15,12/22/2019 6:54,6.89818,79.9058,6.89817,79.9056,,incorrect
203023247,10.5,804,294,0,169,12/22/2019 6:49,12/22/2019 7:03,6.82232,79.9627,6.84291,79.9512,442.18,incorrect
203024603,10.5,480,101,5.8883,3,12/22/2019 7:08,12/22/2019 7:16,6.91607,79.9661,6.91177,79.972,110.93,correct
203025253,10.5,1604,73,0,48,12/22/2019 7:26,12/22/2019 7:53,6.97739,79.9159,6.89955,79.8562,531.51,correct
203026615,10.5,2227,2,0,146,12/22/2019 7:49,12/22/2019 8:27,6.70523,79.981,6.84131,79.9264,794.18,correct
203029309,10.5,2035,30,1.734,112,12/22/2019 8:12,12/22/2019 8:46,6.97548,79.979,6.92259,79.9132,533.01,correct
203033212,10.5,1065,61,0,14,12/22/2019 8:46,12/22/2019 9:04,6.92601,79.9132,6.94153,79.8786,258.67,correct
203032946,10.5,1539,25,0,117,12/22/2019 8:48,12/22/2019 9:13,6.94408,79.9083,6.93386,79.8525,309.44,correct
203033600,21,742,87,0,85,12/22/2019 8:49,12/22/2019 9:01,6.76742,79.948,6.8051,79.9417,193.42,correct
203032884,10.5,1820,158,0,116,12/22/2019 8:55,12/22/2019 9:25,6.89872,79.8979,6.90844,79.977,454.79,correct
203035857,10.5,362,7,0,39,12/22/2019 9:13,12/22/2019 9:19,6.98924,79.8885,6.99878,79.8999,127.33,correct
203037465,10.5,865,54,0,91,12/22/2019 9:24,12/22/2019 9:38,6.84293,79.9515,6.88198,79.9518,194.46,correct
203038113,10.5,2409,63,3.644329525,61,12/22/2019 9:26,12/22/2019 10:06,6.84664,79.8903,6.93402,79.8505,614.49,correct
203037655,10.5,1337,135,0,579,12/22/2019 9:31,12/22/2019 9:54,6.8598,79.9724,6.87525,79.8995,382.9,correct
203039755,10.5,1514,258,14.161,21,12/22/2019 9:33,12/22/2019 9:58,6.88244,79.8563,6.92681,79.8445,356.94,correct
203040521,10.5,1553,163,0,53,12/22/2019 9:41,12/22/2019 10:07,6.98077,79.9068,6.93629,79.8499,353.46,correct
203041126,10.5,520,10,0,62,12/22/2019 9:45,12/22/2019 9:53,7.09722,79.9941,7.10014,79.9782,152.87,correct
203041826,10.5,3855,1838,107.1554,90,12/22/2019 9:57,12/22/2019 11:01,6.83399,79.999,6.93451,79.8557,529.67,incorrect
203041135,10.5,2032,195,6.2424,566,12/22/2019 9:57,12/22/2019 10:31,7.14779,79.8764,7.25535,79.859,558.57,correct
203043589,10.5,496,130,0,20,12/22/2019 10:00,12/22/2019 10:08,6.9245,79.8519,6.91971,79.8727,102.18,correct
203043284,10.5,317,19,0,191,12/22/2019 10:03,12/22/2019 10:09,7.27394,80.6151,7.2669,80.6175,99.37,correct
203045399,10.5,981,160,9.328,129,12/22/2019 10:18,12/22/2019 10:35,7.2282,79.8601,7.21162,79.8416,171.35,correct
203049381,5,898,165,9.6195,0,12/22/2019 10:31,12/22/2019 10:46,6.92778,79.8649,6.95413,79.8793,230.49,correct
203048561,10.5,685,0,0,70,12/22/2019 10:37,12/22/2019 10:49,7.27895,80.621,7.29021,80.6403,158.57,correct
203049098,10.5,624,70,0,170,12/22/2019 10:39,12/22/2019 10:49,6.05086,80.2285,6.04997,80.2562,150.37,correct
203051377,10.5,1331,246,14.3418,101,12/22/2019 10:47,12/22/2019 11:10,6.96219,79.867,6.89722,79.8784,299.99,correct
203049779,10.5,397,23,0,311,12/22/2019 10:48,12/22/2019 10:55,6.85749,79.9211,6.8547,79.9143,90.5,correct
203051356,10.5,1726,331,0,54,12/22/2019 10:52,12/22/2019 11:21,6.99912,79.8727,6.93033,79.8661,329.26,correct
203053271,10.5,614,131,7.6373,34,12/22/2019 10:57,12/22/2019 11:08,6.91898,79.8673,6.92749,79.8652,102.97,correct
203054127,10.5,295,48,0,9,12/22/2019 11:03,12/22/2019 11:08,6.91257,79.8918,6.90673,79.9019,71.73,correct
203053346,10.5,2276,643,37.1654,198,12/22/2019 11:04,12/22/2019 11:42,7.06862,79.888,7.16942,79.869,543.64,correct
203054669,10.5,1742,404,23.3738931,84,12/22/2019 11:05,12/22/2019 11:34,7.20937,79.8495,7.21281,79.8442,285.78,correct
203054551,10.5,1327,713,41.5679,27,12/22/2019 11:06,12/22/2019 11:28,6.86513,79.8788,6.85272,79.8792,138.04,correct
203053910,10.5,1971,514,29.7092,222,12/22/2019 11:07,12/22/2019 11:40,7.29251,80.6357,7.2614,80.5916,266.33,correct
203055604,,,,,,12/22/2019 11:11,12/22/2019 11:14,6.99615,79.9604,7.00096,79.9639,,incorrect
203055149,10.5,599,13,0,56,12/22/2019 11:11,12/22/2019 11:21,6.88855,79.9301,6.87592,79.9521,131.47,correct
203055588,10.5,273,10,0,9,12/22/2019 11:13,12/22/2019 11:17,6.92809,79.9804,6.93735,79.9792,83.56,correct
203056428,10.5,119,3,0.1749,99,12/22/2019 11:19,12/22/2019 11:21,7.1813,79.8583,7.18553,79.8594,60.67,correct
203058079,5,702,18,1.0494,0,12/22/2019 11:21,12/22/2019 11:32,6.90302,79.8547,6.93503,79.8536,233.28,correct
203057835,10.5,213,20,1.166,20,12/22/2019 11:24,12/22/2019 11:28,6.86638,79.8891,6.86886,79.8872,61.66,correct
203058925,10.5,1571,661,30.4028,99,12/22/2019 11:28,12/22/2019 11:54,6.851,79.9232,6.82726,79.9549,211.67,correct
203059095,10.5,614,0,0,103,12/22/2019 11:31,12/22/2019 11:41,7.20651,79.8407,7.17293,79.8683,202.04,correct
203061981,10.5,392,10,0,31,12/22/2019 11:44,12/22/2019 11:51,7.1982,79.8655,7.2046,79.8406,143.16,correct
203062361,10.5,3500,588,34.00952,21,12/22/2019 11:50,12/22/2019 12:49,7.03402,79.899,6.92422,79.9313,755.92,correct
203063007,10.5,2950,214,0,9,12/22/2019 11:51,12/22/2019 12:40,6.90135,79.897,6.97995,79.9288,794.85,correct
203063207,10.5,1456,563,32.57871812,74,12/22/2019 11:53,12/22/2019 12:17,6.98297,79.9267,7.00355,79.9509,225.86,correct
203063416,10.5,1539,122,0,126,12/22/2019 11:57,12/22/2019 12:23,6.84473,79.8731,6.91149,79.8684,397.99,correct
203057893,10.5,36,33,0,14,12/22/2019 12:06,12/22/2019 12:07,6.84555,79.9226,6.88762,79.9992,60.5,incorrect
203067480,10.5,551,26,0,83,12/22/2019 12:11,12/22/2019 12:20,6.89334,79.9262,6.89107,79.9273,147.41,correct
203067687,10.5,366,1,0,7,12/22/2019 12:14,12/22/2019 12:20,6.05936,80.2031,6.04419,80.2125,106.97,correct
203070145,10.5,2789,812,46.9336,109,12/22/2019 12:27,12/22/2019 13:13,6.89305,79.8739,6.89324,79.926,451.62,correct
203068370,10.5,1310,50,2.915,142,12/22/2019 12:30,12/22/2019 12:52,6.79067,79.9271,6.78086,79.8784,273.47,correct
203070409,10.5,1322,110,0,136,12/22/2019 12:31,12/22/2019 12:53,6.85493,79.8834,6.90537,79.86,258.74,correct
203071299,10.5,1827,941,45.7198,34,12/22/2019 12:33,12/22/2019 13:03,6.91039,79.8524,6.86533,79.8619,214.73,correct
203073010,10.5,589,60,3.498,241,12/22/2019 12:45,12/22/2019 12:54,6.85881,79.8727,6.87202,79.8752,105.17,correct
203075062,10.5,545,81,4.705092537,3,12/22/2019 12:48,12/22/2019 12:58,7.29356,80.6242,7.29246,80.6342,92.4,correct
203075093,10.5,2694,758,43.86785873,0,12/22/2019 12:48,12/22/2019 13:33,7.02279,79.9318,7.08649,79.8902,495.15,correct
203075346,10.5,978,34,0,33,12/22/2019 12:52,12/22/2019 13:08,6.84706,79.879,6.84561,79.9272,217.18,correct
203077831,10.5,1987,280,0,235,12/22/2019 13:03,12/22/2019 13:36,6.84933,79.9245,6.89945,79.8556,367.73,correct
203075429,10.5,711,20,1.166,90,12/22/2019 13:03,12/22/2019 13:15,6.86154,79.8936,6.89711,79.9059,146.02,correct
203077800,10.5,1271,463,0,47,12/22/2019 13:03,12/22/2019 13:24,7.29226,80.6331,7.32155,80.6675,307.08,correct
203077752,10.5,332,9,0,111,12/22/2019 13:04,12/22/2019 13:09,6.85955,79.9217,6.84923,79.9233,75.91,correct
203078830,10.5,1585,341,19.8803,82,12/22/2019 13:08,12/22/2019 13:34,6.91825,79.868,6.87049,79.8751,280.3,correct
203080008,10.5,874,140,0,106,12/22/2019 13:11,12/22/2019 13:26,6.91019,79.8949,6.91735,79.8549,196.63,correct
203080305,10.5,1499,110,6.413,66,12/22/2019 13:22,12/22/2019 13:47,7.26484,80.6146,7.2931,80.6267,247.72,correct
203086413,10.5,1344,172,0,192,12/22/2019 13:41,12/22/2019 14:04,6.83634,79.8725,6.88675,79.8564,213.14,correct
203085909,21,4756,679,39.5857,268,12/22/2019 13:41,12/22/2019 15:01,7.3095,80.6484,7.52117,80.6238,1163.28,correct
203087161,10.5,2541,1559,90.8897,125,12/22/2019 13:46,12/22/2019 14:28,7.03435,79.925,7.04845,79.8968,291.54,correct
203088126,10.5,730,130,7.579,126,12/22/2019 13:47,12/22/2019 13:59,7.49937,80.38,7.48829,80.3629,150.01,correct
203090887,5,2662,1226,71.4758,0,12/22/2019 13:56,12/22/2019 14:41,6.91896,79.861,6.92034,79.86,448.15,correct
203086443,10.5,40,23,1.3409,29,12/22/2019 13:58,12/22/2019 13:59,6.72764,80.0824,6.72746,80.0823,61.84,correct
203090139,10.5,601,100,5.78,85,12/22/2019 14:01,12/22/2019 14:11,6.93811,79.8417,6.93331,79.8549,118.45,correct
203090502,10.5,2620,141,8.1498,13,12/22/2019 14:04,12/22/2019 14:48,6.81762,79.9212,6.90911,79.9104,616.74,correct
203093376,10.5,730,140,0,110,12/22/2019 14:13,12/22/2019 14:25,7.28805,80.632,7.28259,80.622,66.72,correct
203094837,5,589,250,14.575,0,12/22/2019 14:16,12/22/2019 14:26,7.01203,80.0138,6.99814,80.012,127.41,correct
203094018,10.5,1007,97,0,43,12/22/2019 14:21,12/22/2019 14:38,6.88791,79.8719,6.90419,79.924,259.37,correct
203094649,10.5,665,41,0,18,12/22/2019 14:24,12/22/2019 14:35,6.86104,79.8688,6.88451,79.8606,149.5,correct
203096281,10.5,655,70,0,78,12/22/2019 14:27,12/22/2019 14:38,6.87734,79.8584,6.87145,79.8854,135.57,correct
203097546,10.5,452,6,0,46,12/22/2019 14:34,12/22/2019 14:41,6.89396,79.8659,6.91284,79.8551,150.1,correct
203098003,10.5,431,50,2.915,17,12/22/2019 14:36,12/22/2019 14:43,6.88383,79.8559,6.89085,79.8664,91.55,correct
203097425,110.5,646,4,0,120,12/22/2019 14:38,12/22/2019 14:49,7.29243,80.6358,7.31221,80.6379,361.59,incorrect
203098638,10.5,991,111,0,81,12/22/2019 14:40,12/22/2019 14:57,6.82732,79.9549,6.85102,79.9232,195.65,correct
203100232,5,916,17,0.9911,0,12/22/2019 14:45,12/22/2019 15:00,7.20999,79.9219,7.20519,79.8515,343.15,correct
203099635,10.5,964,62,0,131,12/22/2019 14:46,12/22/2019 15:02,6.93159,79.8731,6.92451,79.9166,201.33,correct
203101510,10.5,497,62,0,31,12/22/2019 14:52,12/22/2019 15:00,6.984,79.9268,7.00202,79.9513,151.48,correct
203101372,10.5,766,17,0,187,12/22/2019 15:00,12/22/2019 15:12,6.74931,79.9541,6.79506,79.9406,225.75,correct
203102261,10.5,386,21,0,30,12/22/2019 15:00,12/22/2019 15:06,6.82637,79.8737,6.83174,79.8629,81.13,correct
203102578,10.5,1478,244,0,53,12/22/2019 15:02,12/22/2019 15:27,6.9108,79.8892,6.85402,79.9196,295.33,correct
203104036,10.5,304,20,0,156,12/22/2019 15:10,12/22/2019 15:15,7.20536,79.8413,7.21354,79.8456,93.64,correct
203105551,10.5,989,610,35.30234969,97,12/22/2019 15:19,12/22/2019 15:36,6.77892,79.8826,6.77892,79.8826,120.65,correct
203105741,10.5,1389,267,0,110,12/22/2019 15:20,12/22/2019 15:43,6.94235,79.8672,6.90042,79.8732,182.27,correct
203107931,10.5,210,10,0.583,44,12/22/2019 15:29,12/22/2019 15:32,7.28619,80.6051,7.29023,80.6137,76.5,correct
203108814,10.5,693,20,0,42,12/22/2019 15:32,12/22/2019 15:44,6.93932,79.8543,6.96631,79.8705,141.41,correct
203106388,10.5,429,331,0,907,12/22/2019 15:32,12/22/2019 15:40,6.70775,79.9139,6.71965,79.9082,117.37,correct
203108023,10.5,2615,660,38.478,146,12/22/2019 15:35,12/22/2019 16:19,7.00868,79.9449,6.98477,79.9149,480.66,correct
203110041,10.5,1364,188,0,14,12/22/2019 15:39,12/22/2019 16:01,6.84981,79.8662,6.84754,79.9269,272.33,correct
203109407,10.5,814,50,0,162,12/22/2019 15:42,12/22/2019 15:56,6.80041,79.9238,6.76543,79.9345,166.56,correct
203110516,10.5,728,39,2.2737,93,12/22/2019 15:44,12/22/2019 15:56,6.91168,79.9178,6.932,79.9002,150.04,correct
203110693,10.5,1630,133,0,30,12/22/2019 15:45,12/22/2019 16:12,6.8971,79.9419,6.90203,79.8777,322.8,correct
203111026,10.5,2018,126,0,2,12/22/2019 15:49,12/22/2019 16:22,6.84014,79.9762,6.90168,79.8676,1137.94,incorrect
203114619,10.5,714,10,0,59,12/22/2019 16:02,12/22/2019 16:14,6.9052,79.9291,6.90093,79.9647,167.09,correct
203114903,10.5,750,159,9.1902,87,12/22/2019 16:07,12/22/2019 16:19,7.21732,79.8456,7.24876,79.8422,153.19,correct
203114692,10.5,1120,230,0,273,12/22/2019 16:07,12/22/2019 16:26,6.90266,79.8524,6.93322,79.8679,203.89,correct
203116553,10.5,1076,163,0,136,12/22/2019 16:15,12/22/2019 16:33,6.83877,79.9794,6.81367,79.9542,202.7,correct
